#{"t_start": 1709266852.2779326, "env_id": "None"}
r,l,t
93.7576,16,3917.469043
-110.67715,18,3924.599539
4.619896,16,3930.377758
-2414.6035,15,3930.377819
-2243.9424,15,3930.377833
-2164.4148,15,3937.449638
-180.14656,16,3937.449697
-2294.7656,15,3937.44971
-2298.336,16,3945.875761
616.28375,19,3952.579818
-2112.362,16,3962.02918
-2272.603,15,3969.028591
-2178.2073,15,3969.028651
-2278.3726,15,3969.028665
-2389.267,15,3974.519287
-309.58142,18,3981.055833
-81.435776,16,3981.055888
488.61,17,3988.451643
-2371.4624,16,3997.770692
-270.99487,18,4003.932223
-2185.8564,15,4014.258066
523.7947,16,4024.395042
568.53467,17,4024.395103
467.55725,17,4024.395115
80.77759,17,4024.395123
91.4733,16,4030.093693
-89.303856,17,4037.168806
242.03204,17,4044.072789
-2137.7466,15,4044.072852
644.64996,19,4052.341159
59.119553,16,4062.212658
-2190.9448,15,4070.585505
-2628.547,16,4077.046003
-161.797,17,4082.645123
-2331.8086,15,4082.645175
-267.53827,17,4088.717473
-2157.3125,15,4088.717534
-2398.7646,15,4088.717547
-19.372337,18,4088.717557
317.53067,15,4096.084255
463.16827,18,4107.190135
-2307.302,17,4113.98864
-200.16118,17,4119.619359
-2551.3987,15,4119.619416
-2441.9812,16,4119.619429
-2470.0027,15,4119.61944
-2307.547,15,4119.61945
-1795.8024,16,4126.484853
254.55478,17,4126.484911
236.12546,18,4136.753282
-2107.4595,15,4147.079982
-2130.9058,15,4155.562269
-2261.2068,15,4155.56233
-2317.7695,15,4155.562344
-2191.8342,15,4155.562354
-2415.213,15,4162.652553
-2106.9563,15,4162.652611
-2293.7568,16,4162.652625
-127.11872,18,4169.514357
501.18323,17,4177.946243
295.44772,16,4191.426444
587.2632,15,4197.270503
574.3412,15,4197.270564
-1660.3055,15,4204.107829
392.3398,16,4204.107881
536.26654,16,4204.107893
515.63965,16,4210.79178
447.17242,16,4210.791839
526.5811,15,4210.791852
-863.4426,14,4220.631397
-1213.667,14,4229.843871
-1556.9882,14,4235.064328
-1382.2749,14,4235.064385
-1151.2513,14,4240.308678
-1334.944,14,4240.308729
-1341.0492,14,4240.308737
-1602.6842,14,4246.688949
-1288.7341,14,4246.689013
-1157.7068,14,4246.689025
-1470.0671,15,4254.668025
-1552.5682,14,4261.625679
-1265.9314,14,4267.30239
-1053.416,14,4267.302449
-1418.2502,14,4273.182347
-1535.1952,14,4273.182409
-1076.416,14,4279.649939
311.3259,15,4279.650001
-1015.2539,14,4279.650015
-1607.5299,15,4285.232257
-1327.2563,14,4294.253977
-1267.6909,14,4302.316681
-1022.25793,14,4310.236267
-1205.0286,14,4310.236325
-1411.918,14,4317.587165
638.5946,14,4317.587226
-844.7013,14,4323.522725
-1255.3138,14,4323.522791
-1296.1163,14,4323.522806
-1474.6603,14,4328.901914
-1321.0015,14,4336.969983
-1050.156,14,4343.918421
-1334.4652,14,4351.341952
-1328.3097,14,4351.342014
-1526.0375,14,4358.63213
-1354.5854,14,4364.391011
-1423.8765,15,4364.391074
-1144.622,14,4364.391087
-1039.1335,14,4364.391098
-1162.6656,14,4371.111351
-1122.8684,14,4381.200802
-960.77826,14,4388.836017
-1310.9197,14,4393.951986
-1127.2153,14,4399.507836
-1641.5724,15,4399.507899
-1421.2194,14,4405.274034
-1549.6871,14,4405.274092
-1380.5363,14,4405.274105
-1221.9797,14,4405.274115
-1107.0481,14,4411.028361
-1478.0652,14,4418.958861
-1071.752,14,4426.293025
-868.1126,14,4432.079285
-1321.8887,14,4439.392439
355.01648,14,4439.392496
-1273.6393,14,4445.034307
-1275.0028,14,4445.03436
24.65908,14,4445.034373
-1402.33,14,4445.034384
-1320.3198,14,4451.647673
-1185.7839,14,4459.683971
-1411.59,14,4467.520941
-1496.9347,15,4467.521
-1334.7136,14,4473.808116
-1422.9072,14,4473.808178
-1506.4065,14,4480.470448
-1209.6162,14,4480.470507
-1500.6536,14,4480.470521
445.1847,14,4485.669807
-1138.3839,15,4485.669868
-1110.1526,14,4494.876444
-1472.2311,14,4503.617847
-1437.5692,15,4509.535342
-1487.0474,14,4509.535405
-1409.1506,14,4509.535419
-896.82526,14,4515.197415
-1337.4995,14,4515.197477
-1307.2366,14,4515.197492
-1181.3564,14,4520.405083
-1129.0911,14,4520.405143
-1144.9657,14,4537.128597
410.52032,15,4547.403096
459.4723,15,4553.322215
354.53644,15,4553.322274
472.873,15,4553.322287
486.37134,15,4560.017411
477.7964,15,4560.017473
479.76617,15,4560.017486
427.07532,15,4566.620064
453.5868,15,4566.620118
496.28253,15,4573.985854
421.35278,15,4582.381551
653.68134,14,4582.381611
466.458,15,4588.224916
428.8423,15,4588.22497
451.94598,15,4594.028729
711.7864,14,4594.028787
450.32037,15,4594.0288
452.27954,15,4594.028811
438.8648,15,4599.28274
437.97717,15,4607.484866
620.6145,14,4615.526315
484.26923,15,4615.526371
524.20087,15,4615.526384
427.60803,15,4622.430368
460.65045,15,4628.293863
412.2732,15,4628.293928
497.58398,15,4628.293939
485.08875,15,4628.293947
468.38855,15,4635.721397
478.52997,15,4645.261136
479.07874,15,4654.522864
487.48724,15,4654.522923
443.4803,15,4654.522936
437.59283,15,4660.687525
452.31433,15,4666.261875
445.68335,15,4666.261934
460.12708,15,4666.261947
680.98553,14,4666.261957
460.10315,15,4666.261966
425.61554,15,4675.056453
624.64746,14,4682.888722
469.03308,15,4689.161444
451.5252,15,4689.161504
434.67188,15,4697.034487
442.95673,15,4703.101246
438.74292,15,4703.101305
475.16364,15,4703.101318
510.11206,15,4703.101329
426.57397,15,4703.101338
468.7638,15,4715.808388
468.7638,15,4715.808432
468.7638,15,4715.808439
468.7638,15,4715.808444
468.7638,15,4715.808448
468.7638,15,4715.808451
468.7638,15,4715.808455
468.7638,15,4715.808459
468.7638,15,4715.808463
468.7638,15,4715.808467
686.74457,14,4725.138718
674.0654,14,4725.138777
674.36993,14,4725.138787
-1387.8088,14,4725.138794
651.6453,14,4725.138801
-1290.9675,14,4725.138808
-1468.1434,14,4725.138815
-1781.5306,15,4730.783243
-1676.7642,15,4730.783305
537.1853,15,4730.783316
656.63727,14,4739.428898
465.84772,15,4745.471324
-811.31055,14,4745.471395
484.2035,15,4745.471409
410.76468,15,4745.471419
464.70953,15,4745.471429
465.87878,15,4745.471438
647.43695,14,4745.471448
462.65906,15,4745.471457
365.4847,15,4750.725706
404.15573,15,4768.943597
687.6986,14,4768.94366
648.6111,14,4768.943673
396.85345,15,4774.992296
529.9729,15,4774.992358
484.44482,15,4774.992372
478.19672,15,4774.992382
532.5606,15,4774.992392
462.67023,15,4774.992401
475.005,15,4780.222317
-811.19666,14,4788.553124
-770.5957,14,4788.553179
-796.3518,14,4794.315898
-813.3449,14,4794.315959
-940.80634,15,4794.315972
-929.83813,15,4800.564244
-965.742,15,4800.564304
430.00354,15,4800.564318
-943.9233,15,4800.564329
-791.9556,14,4800.564338
-655.6433,14,4808.509597
-799.55273,14,4813.908117
-793.8195,14,4813.908175
466.09045,15,4813.908189
655.70654,14,4819.797937
-792.50323,14,4819.797996
466.32593,15,4819.79801
-625.5016,14,4819.79802
-531.23126,14,4819.798029
-905.43384,15,4824.852834
-802.50214,14,4833.218923
-816.22784,14,4839.030224
-783.608,14,4839.030283
-802.0727,14,4839.030296
711.7327,14,4844.635406
-812.60785,14,4844.635462
-1026.6685,14,4844.635475
419.66266,15,4850.193085
-808.8931,14,4850.193144
564.10187,15,4850.193156
-784.4127,14,4859.627293
-1039.2864,14,4859.62735
-778.3268,14,4859.627363
548.1112,15,4859.627374
-793.43884,14,4865.654594
-784.87396,14,4865.654652
-785.3479,14,4872.511738
-802.8667,14,4872.511797
-876.0431,15,4872.511811
-938.5745,15,4877.692649
629.50415,14,4886.191917
-797.8917,14,4886.191979
-830.19824,14,4886.191992
-817.89526,14,4892.674484
-787.0099,14,4892.674544
-964.6174,15,4892.674558
-821.94037,14,4899.653523
-765.96326,14,4899.653586
-969.7429,15,4904.777458
-771.0588,14,4904.77752
-778.7515,14,4913.107689
-800.73425,14,4913.10775
-656.80566,14,4919.773311
320.60965,16,4925.344563
-818.5486,14,4925.34462
-979.132,15,4925.344635
-935.7713,15,4925.344645
427.44397,15,4931.836798
-800.7297,14,4931.836859
-944.36115,15,4937.162884
-777.1094,14,4945.702642
-931.2766,15,4951.098593
-840.9712,14,4957.598616
395.9008,15,4957.598681
-759.8726,14,4957.598694
-817.3746,14,4957.598704
660.97784,14,4957.598714
-770.2529,14,4962.708157
415.32166,15,4968.897497
-831.1803,14,4968.89756
-775.9942,14,4977.148442
-644.0416,14,4985.515142
-821.0821,14,4985.515205
-794.42474,14,4985.515219
-962.6513,15,4985.515229
536.0467,15,4991.330982
-809.5004,14,4991.331047
-984.89526,15,4991.331061
-975.347,15,5008.036887
-986.87854,15,5008.036947
344.43604,15,5017.641614
440.02808,15,5026.213965
351.4888,15,5026.214024
365.82767,15,5026.214037
375.54773,15,5026.214047
-144.01752,15,5032.41581
-3.1211472,15,5032.41587
-1448.5261,15,5032.415883
-1386.4125,15,5042.036592
168.41077,16,5047.014636
-1354.1445,15,5057.488189
-1569.3167,15,5065.696214
-1443.867,15,5065.69627
470.37573,16,5072.699468
-1344.1613,15,5072.699524
395.88815,16,5078.721926
218.02533,17,5078.72199
437.88776,15,5085.187078
274.26178,17,5085.187142
103.51247,16,5092.670954
68.99332,15,5100.957556
-1377.4122,16,5110.151422
-201.2958,16,5117.114133
310.01086,16,5117.114192
195.8237,17,5117.114205
-1432.9476,15,5123.899504
328.81274,16,5123.899562
-1204.0339,16,5123.899589
370.1358,16,5129.769772
-672.5659,15,5134.864237
-148.15588,15,5142.336408
-1490.8147,15,5151.472925
-1452.2415,15,5156.727672
-1416.3523,15,5156.72773
-1268.322,14,5156.727742
-1475.7087,15,5163.473089
-1310.0569,16,5163.473147
-1391.5477,15,5163.47316
-1424.7156,16,5170.972826
425.58142,15,5170.972884
6.9510956,16,5179.190651
-139.78975,15,5188.520429
413.84955,15,5195.54413
-1408.2814,15,5201.44549
357.7423,16,5201.445553
-1368.0701,16,5201.445567
389.9511,15,5201.445577
550.2563,15,5201.445586
-1417.9271,14,5207.077202
264.417,16,5216.823649
-1408.1193,15,5225.109224
-1466.1191,15,5233.7239
121.95384,16,5241.769419
-1251.672,14,5241.769474
-895.0059,15,5241.769485
-1442.9562,15,5241.769493
-1456.081,15,5241.769502
387.22574,16,5248.461237
186.20499,16,5248.4613
346.1239,16,5256.484994
-1430.1469,15,5266.290869
141.44014,16,5274.561595
-1481.0656,15,5279.573247
165.34125,15,5279.573304
337.7807,16,5285.265753
-1467.1744,16,5285.265809
-1441.8438,15,5285.265822
76.18292,17,5292.105352
333.56113,16,5292.105411
-917.44946,15,5299.571489
380.3544,15,5309.903365
328.21408,15,5318.172578
-1351.591,14,5318.17263
-1095.6377,15,5330.862422
-1232.8258,15,5330.862476
-1427.0045,15,5330.86249
334.1556,16,5330.8625
465.55072,15,5336.034134
356.5319,15,5336.034188
298.1476,16,5345.468424
-1227.1293,16,5355.845427
-1247.7751,14,5361.186183
-1225.9294,14,5369.340496
-1178.4734,14,5369.340553
-1289.4078,16,5369.340566
-1248.6091,14,5369.340576
-1245.0873,14,5369.340586
-1499.3596,15,5379.177327
-1298.2957,16,5385.832515
-1360.5326,16,5393.898264
-1244.6532,14,5402.458638
-1103.9803,15,5410.134579
-1192.1855,14,5416.965038
-1134.9161,14,5416.965101
-1276.7997,14,5416.96511
-1206.4845,14,5416.965117
-1063.8154,15,5422.231811
-1189.58,16,5429.919771
-1364.6337,16,5435.619514
-1235.9661,15,5443.305476
-1231.3564,14,5453.58006
-1239.5582,14,5462.914233
-1197.3756,14,5468.882843
-1210.922,14,5468.882901
-1166.196,14,5468.882914
-1189.9607,14,5468.882924
-1439.5438,15,5478.153421
-1172.5177,15,5485.99066
-1203.0912,14,5493.61872
-1317.5944,16,5493.618778
-1298.178,15,5504.034232
-1190.3497,14,5512.965233
-1199.9397,14,5512.965294
-1264.3129,14,5512.965307
-1299.5828,16,5518.564053
-1410.889,15,5518.564105
-1148.8074,14,5525.487402
-1225.4181,14,5534.787288
-1080.7666,15,5544.927857
-1121.8158,15,5544.927916
-1217.587,14,5555.170103
-1191.8038,15,5563.243142
-1117.3508,14,5563.243205
-1122.474,15,5563.243219
-1283.5226,15,5563.243229
-1162.5498,15,5568.543469
-1521.2234,15,5575.289631
-1269.7495,16,5583.579966
-1212.4775,15,5591.913729
-1200.4775,16,5596.994144
-1158.4395,15,5605.487767
-1169.315,14,5613.159394
-1491.7128,15,5620.586939
-1191.6924,15,5620.586998
-1497.8187,15,5620.587011
-1136.5773,14,5627.549156
-1298.5471,16,5633.175838
-1218.1311,14,5640.982094
-1255.1128,14,5650.728396
-1245.5087,14,5657.359025
-1138.726,16,5665.446562
-1168.2632,14,5671.313668
-1162.823,15,5671.313724
-1147.1542,14,5677.663749
-1223.4736,15,5677.66381
-1385.1742,16,5683.055363
-1192.837,15,5690.329547
-1137.0309,14,5699.994333
-1400.6721,15,5707.868397
-1422.4397,15,5713.490043
-1231.216,14,5721.39992
-1184.6886,14,5727.312523
-1197.4376,15,5734.701528
-1389.5917,15,5739.963455
-1338.9677,16,5747.092807
-1306.5104,15,5747.092869
-1256.2587,14,5747.092884
-1254.4513,14,5763.139972
-1250.3856,15,5771.571835
-966.2297,16,5779.308311
-761.2672,17,5786.947866
-745.9211,17,5792.531727
75.18915,17,5798.34009
-661.0224,16,5804.245364
-748.4765,17,5804.245426
-546.1736,17,5810.085513
306.9424,17,5810.085564
-690.4693,18,5819.995503
-441.8167,17,5830.068371
549.4122,17,5838.134157
-629.1003,17,5845.583452
327.91452,18,5853.162484
350.30148,18,5859.650718
537.6695,17,5859.650778
465.4707,18,5866.239354
574.57806,17,5866.239417
-672.408,17,5866.239431
531.2809,17,5874.721276
-730.5469,17,5882.504068
539.8148,18,5892.465719
-602.1328,16,5900.276231
400.08652,17,5909.795924
-621.9219,17,5915.036266
547.4166,17,5921.089876
-669.3752,17,5921.08994
-559.54846,17,5921.089953
600.80206,18,5921.089964
-530.0159,18,5928.90612
406.6894,17,5938.225865
-569.9214,17,5946.852851
-631.34735,17,5957.22224
473.26074,18,5966.530701
345.74686,17,5966.530762
328.30908,17,5972.528801
-630.14905,17,5972.528859
380.8324,17,5972.528872
-434.2972,17,5972.528882
-531.66565,17,5981.475384
396.15912,17,5991.387561
-570.8413,16,5999.62268
-696.8127,18,6009.481061
-746.79016,16,6017.207906
561.51544,17,6022.680648
513.9358,17,6029.198707
-485.80447,17,6029.198763
325.6603,17,6029.198776
499.46124,17,6029.198786
333.30652,17,6038.803091
502.8308,17,6047.958836
559.6108,17,6057.076293
-550.3159,17,6067.296654
345.79684,17,6076.434467
429.73877,17,6083.171061
360.92462,17,6094.835376
360.92462,17,6094.835438
360.92462,17,6094.835453
360.92462,17,6094.835464
360.92462,17,6094.835474
360.92462,17,6094.835484
360.92462,17,6094.835494
360.92462,17,6094.835503
360.92462,17,6094.835514
360.92462,17,6094.835523
630.6156,16,6103.880687
-420.4618,16,6103.880737
-714.58356,16,6103.88075
486.34167,16,6103.88076
217.57181,16,6103.88077
-906.07245,17,6110.011844
-753.23627,17,6110.011905
-822.9912,18,6116.392969
435.12738,18,6116.393033
-844.4363,18,6116.393046
-885.16626,16,6133.480778
-924.04803,16,6133.480846
-862.79785,16,6133.48086
-813.57495,16,6133.48087
-1025.9932,16,6133.480879
-811.1232,16,6139.317318
-858.0782,16,6139.317368
-892.8025,16,6144.566455
-1151.4801,17,6149.842235
-1178.7268,17,6149.842293
-790.7945,16,6159.551417
-879.87616,16,6159.551492
-916.98944,16,6159.551507
-860.8047,16,6159.551517
-1114.8966,17,6165.141766
-856.647,16,6165.141832
-1100.1934,17,6171.138456
-865.3672,16,6171.138512
-924.73535,16,6178.44288
-879.2616,16,6178.442939
-907.62964,16,6187.569179
-889.3015,16,6187.569232
-895.7244,16,6187.569245
-904.4039,16,6187.569255
-919.0736,16,6192.719527
-908.6052,16,6198.77866
-1098.5359,17,6198.778724
-986.5021,16,6198.778739
-810.50745,16,6204.903562
-904.45715,16,6204.903632
-797.0997,16,6214.942747
-915.55664,16,6214.942806
-880.5066,16,6214.942819
-1073.0974,17,6220.733021
-928.0519,16,6220.733079
-838.09784,16,6226.558864
-810.70575,16,6226.558922
-836.1229,16,6226.558935
-877.8802,16,6232.339742
-915.0474,16,6232.3398
-928.7734,16,6242.487876
-840.8043,16,6242.487936
-804.09863,16,6242.487949
-906.7006,16,6247.643332
-910.64166,16,6247.643389
88.731766,16,6252.937401
-872.5757,16,6252.937459
-1117.0298,17,6259.994048
-889.02045,16,6259.994109
-1115.5057,17,6265.166994
-909.04865,16,6273.803433
-827.156,16,6273.803495
-838.98987,16,6273.803508
-833.6078,16,6279.859501
-881.4372,16,6279.85956
-896.3193,16,6286.448022
-1133.8271,17,6292.499583
-917.66846,16,6292.499641
-1039.6426,16,6292.499654
-1048.7107,16,6298.522987
-816.18365,16,6307.821843
-894.9206,16,6307.821896
-932.8315,16,6307.821908
-886.2491,16,6313.718371
-906.5047,16,6313.718425
-894.2844,16,6318.747062
-869.4393,16,6324.421935
-894.81415,16,6324.421995
-1087.1868,17,6331.773055
-830.9439,16,6331.773118
-1017.9214,16,6349.340976
-847.57214,16,6349.341034
-817.6349,15,6349.341048
-968.02356,16,6349.341058
-816.21576,15,6349.341068
-1000.2986,15,6357.618686
-1100.0652,16,6357.618743
-997.8493,15,6357.618756
-1027.229,15,6364.28405
-991.6884,15,6364.284108
-949.40063,15,6373.083073
-994.76575,15,6373.083129
-1104.346,15,6373.083142
-961.20953,15,6373.083153
-1043.7781,15,6373.083162
-1015.76715,15,6382.805944
-1069.4695,15,6382.806006
-951.73535,15,6389.205527
-1035.6713,15,6389.205592
-1228.9197,16,6389.205606
-961.8315,15,6398.67334
-1060.1827,15,6398.673395
-1090.4598,15,6398.673409
-1015.4394,15,6398.673419
-1029.4749,15,6398.673428
-1073.6562,15,6405.91359
-1010.8793,15,6405.913648
-1017.4591,15,6411.990397
-1010.552,15,6411.990458
-919.13086,15,6411.99047
-997.7349,15,6420.957283
-1063.455,15,6420.957342
195.62137,15,6420.957355
-1026.9883,15,6420.957365
-947.6755,15,6420.957375
-982.591,15,6430.443045
-1004.52423,15,6430.443111
-1029.5364,15,6435.716604
-1095.8235,15,6435.716654
-1145.1057,15,6435.716667
-939.9688,15,6444.830964
-1047.7561,15,6444.831014
-955.6543,15,6444.831027
-1015.29694,15,6444.831038
-940.2432,15,6444.831047
-930.2216,15,6452.005162
-943.23663,15,6452.005227
-1070.9214,15,6457.961364
-1024.3738,15,6457.961424
-1036.043,15,6457.961438
-941.6411,15,6467.903331
-983.1434,15,6467.903395
-1044.2703,15,6467.903408
-1008.54895,15,6467.903418
-1026.2723,15,6467.903428
-943.13416,15,6476.026843
-1137.6036,15,6476.026908
-1019.92773,15,6482.480573
-1063.0435,15,6482.480634
-1045.845,15,6482.480649
-964.12396,15,6491.974572
-974.0286,15,6491.974632
-1038.5704,15,6491.974645
-959.74835,15,6491.974655
-1023.65576,15,6491.974664
-1089.7554,15,6500.164451
-1008.12445,15,6500.164506
-947.27893,15,6505.931092
-1086.1802,15,6505.931146
-959.052,15,6505.931157
-999.4973,15,6515.216614
-1108.1338,15,6515.216675
-939.236,15,6515.216687
-948.2097,15,6515.216698
-1015.2161,15,6515.216707
-1033.8726,15,6522.915018
-1089.991,15,6522.915079
-999.64496,15,6528.268687
-1001.5037,15,6528.268743
-1268.6832,16,6533.513623
-861.4515,15,6550.571993
-1015.70984,15,6550.572054
-895.82733,15,6550.572067
136.1416,16,6556.534491
442.49017,16,6556.534549
-637.9929,16,6564.277884
-588.45264,16,6564.277944
-707.81854,17,6573.426265
-622.2136,17,6573.426327
-601.73157,17,6580.915306
426.50714,17,6591.028298
-684.6355,17,6591.028358
-688.8908,17,6591.028372
-458.02264,16,6591.028382
-640.8904,17,6598.084475
